sequence_id,status,subject_id,seq_name,num_frames,object_id,extri_path,sensor_data_dir,label_dir
p003__TallCylinder_g3__T02,ok,p003,p003/TallCylinder_g3/T02,129,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p003/sensor_data/p003__TallCylinder_g3__T02,subjects/p003/labels/p003__TallCylinder_g3__T02
p003__TallCylinder_g3__T03,ok,p003,p003/TallCylinder_g3/T03,112,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p003/sensor_data/p003__TallCylinder_g3__T03,subjects/p003/labels/p003__TallCylinder_g3__T03
p003__TallCylinder_g5__T01,ok,p003,p003/TallCylinder_g5/T01,130,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p003/sensor_data/p003__TallCylinder_g5__T01,subjects/p003/labels/p003__TallCylinder_g5__T01
p003__TallCylinder_g5__T02,ok,p003,p003/TallCylinder_g5/T02,119,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p003/sensor_data/p003__TallCylinder_g5__T02,subjects/p003/labels/p003__TallCylinder_g5__T02
p003__TallCylinder_g5__T03,ok,p003,p003/TallCylinder_g5/T03,170,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri_old.yml,subjects/p003/sensor_data/p003__TallCylinder_g5__T03,subjects/p003/labels/p003__TallCylinder_g5__T03
p004__banana_g2__T01,ok,p004,p004/banana_g2/T01,144,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__banana_g2__T01,subjects/p004/labels/p004__banana_g2__T01
p004__banana_g2__T02,ok,p004,p004/banana_g2/T02,204,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__banana_g2__T02,subjects/p004/labels/p004__banana_g2__T02
p004__banana_g2__T03,ok,p004,p004/banana_g2/T03,217,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__banana_g2__T03,subjects/p004/labels/p004__banana_g2__T03
p004__banana_g3__T01,ok,p004,p004/banana_g3/T01,113,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__banana_g3__T01,subjects/p004/labels/p004__banana_g3__T01
p004__banana_g3__T02,ok,p004,p004/banana_g3/T02,257,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__banana_g3__T02,subjects/p004/labels/p004__banana_g3__T02
p004__banana_g3__T03,ok,p004,p004/banana_g3/T03,126,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__banana_g3__T03,subjects/p004/labels/p004__banana_g3__T03
p004__banana_g5__T01,ok,p004,p004/banana_g5/T01,161,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__banana_g5__T01,subjects/p004/labels/p004__banana_g5__T01
p004__banana_g5__T02,ok,p004,p004/banana_g5/T02,111,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__banana_g5__T02,subjects/p004/labels/p004__banana_g5__T02
p004__banana_g5__T03,ok,p004,p004/banana_g5/T03,166,banana,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__banana_g5__T03,subjects/p004/labels/p004__banana_g5__T03
p004__CosmeticPumpBottle_g2__T01,ok,p004,p004/CosmeticPumpBottle_g2/T01,108,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__CosmeticPumpBottle_g2__T01,subjects/p004/labels/p004__CosmeticPumpBottle_g2__T01
p004__CosmeticPumpBottle_g2__T02,ok,p004,p004/CosmeticPumpBottle_g2/T02,104,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__CosmeticPumpBottle_g2__T02,subjects/p004/labels/p004__CosmeticPumpBottle_g2__T02
p004__CosmeticPumpBottle_g2__T03,ok,p004,p004/CosmeticPumpBottle_g2/T03,113,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__CosmeticPumpBottle_g2__T03,subjects/p004/labels/p004__CosmeticPumpBottle_g2__T03
p004__CosmeticPumpBottle_g3__T01,ok,p004,p004/CosmeticPumpBottle_g3/T01,104,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__CosmeticPumpBottle_g3__T01,subjects/p004/labels/p004__CosmeticPumpBottle_g3__T01
p004__CosmeticPumpBottle_g3__T02,ok,p004,p004/CosmeticPumpBottle_g3/T02,107,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__CosmeticPumpBottle_g3__T02,subjects/p004/labels/p004__CosmeticPumpBottle_g3__T02
p004__CosmeticPumpBottle_g3__T03,ok,p004,p004/CosmeticPumpBottle_g3/T03,112,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__CosmeticPumpBottle_g3__T03,subjects/p004/labels/p004__CosmeticPumpBottle_g3__T03
p004__CosmeticPumpBottle_g5__T01,ok,p004,p004/CosmeticPumpBottle_g5/T01,112,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__CosmeticPumpBottle_g5__T01,subjects/p004/labels/p004__CosmeticPumpBottle_g5__T01
p004__CosmeticPumpBottle_g5__T02,ok,p004,p004/CosmeticPumpBottle_g5/T02,95,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__CosmeticPumpBottle_g5__T02,subjects/p004/labels/p004__CosmeticPumpBottle_g5__T02
p004__CosmeticPumpBottle_g5__T03,ok,p004,p004/CosmeticPumpBottle_g5/T03,108,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__CosmeticPumpBottle_g5__T03,subjects/p004/labels/p004__CosmeticPumpBottle_g5__T03
p004__cup_g2__T01,ok,p004,p004/cup_g2/T01,121,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cup_g2__T01,subjects/p004/labels/p004__cup_g2__T01
p004__cup_g2__T02,ok,p004,p004/cup_g2/T02,120,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cup_g2__T02,subjects/p004/labels/p004__cup_g2__T02
p004__cup_g2__T03,ok,p004,p004/cup_g2/T03,107,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cup_g2__T03,subjects/p004/labels/p004__cup_g2__T03
p004__cup_g3__T01,ok,p004,p004/cup_g3/T01,109,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cup_g3__T01,subjects/p004/labels/p004__cup_g3__T01
p004__cup_g3__T02,ok,p004,p004/cup_g3/T02,89,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cup_g3__T02,subjects/p004/labels/p004__cup_g3__T02
p004__cup_g3__T03,ok,p004,p004/cup_g3/T03,103,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cup_g3__T03,subjects/p004/labels/p004__cup_g3__T03
p004__cup_g5__T01,ok,p004,p004/cup_g5/T01,88,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cup_g5__T01,subjects/p004/labels/p004__cup_g5__T01
p004__cup_g5__T02,ok,p004,p004/cup_g5/T02,107,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cup_g5__T02,subjects/p004/labels/p004__cup_g5__T02
p004__cup_g5__T03,ok,p004,p004/cup_g5/T03,98,cup,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cup_g5__T03,subjects/p004/labels/p004__cup_g5__T03
p004__cutter_g2__T01,ok,p004,p004/cutter_g2/T01,114,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cutter_g2__T01,subjects/p004/labels/p004__cutter_g2__T01
p004__cutter_g2__T02,ok,p004,p004/cutter_g2/T02,107,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cutter_g2__T02,subjects/p004/labels/p004__cutter_g2__T02
p004__cutter_g2__T03,ok,p004,p004/cutter_g2/T03,120,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cutter_g2__T03,subjects/p004/labels/p004__cutter_g2__T03
p004__cutter_g3__T01,ok,p004,p004/cutter_g3/T01,47,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cutter_g3__T01,subjects/p004/labels/p004__cutter_g3__T01
p004__cutter_g3__T02,ok,p004,p004/cutter_g3/T02,102,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cutter_g3__T02,subjects/p004/labels/p004__cutter_g3__T02
p004__cutter_g3__T03,ok,p004,p004/cutter_g3/T03,101,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cutter_g3__T03,subjects/p004/labels/p004__cutter_g3__T03
p004__cutter_g5__T01,ok,p004,p004/cutter_g5/T01,107,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cutter_g5__T01,subjects/p004/labels/p004__cutter_g5__T01
p004__cutter_g5__T02,ok,p004,p004/cutter_g5/T02,108,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cutter_g5__T02,subjects/p004/labels/p004__cutter_g5__T02
p004__cutter_g5__T03,ok,p004,p004/cutter_g5/T03,100,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__cutter_g5__T03,subjects/p004/labels/p004__cutter_g5__T03
p004__HandCream_g2__T01,ok,p004,p004/HandCream_g2/T01,102,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__HandCream_g2__T01,subjects/p004/labels/p004__HandCream_g2__T01
p004__HandCream_g2__T02,ok,p004,p004/HandCream_g2/T02,120,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__HandCream_g2__T02,subjects/p004/labels/p004__HandCream_g2__T02
p004__HandCream_g2__T03,ok,p004,p004/HandCream_g2/T03,110,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__HandCream_g2__T03,subjects/p004/labels/p004__HandCream_g2__T03
p004__HandCream_g3__T01,ok,p004,p004/HandCream_g3/T01,95,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__HandCream_g3__T01,subjects/p004/labels/p004__HandCream_g3__T01
p004__HandCream_g3__T02,ok,p004,p004/HandCream_g3/T02,106,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__HandCream_g3__T02,subjects/p004/labels/p004__HandCream_g3__T02
p004__HandCream_g3__T03,ok,p004,p004/HandCream_g3/T03,112,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__HandCream_g3__T03,subjects/p004/labels/p004__HandCream_g3__T03
p004__HandCream_g5__T01,ok,p004,p004/HandCream_g5/T01,105,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__HandCream_g5__T01,subjects/p004/labels/p004__HandCream_g5__T01
p004__HandCream_g5__T02,ok,p004,p004/HandCream_g5/T02,100,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__HandCream_g5__T02,subjects/p004/labels/p004__HandCream_g5__T02
p004__HandCream_g5__T03,ok,p004,p004/HandCream_g5/T03,124,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__HandCream_g5__T03,subjects/p004/labels/p004__HandCream_g5__T03
p004__Hotmeltgluegun_g2__T01,ok,p004,p004/Hotmeltgluegun_g2/T01,101,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Hotmeltgluegun_g2__T01,subjects/p004/labels/p004__Hotmeltgluegun_g2__T01
p004__Hotmeltgluegun_g2__T02,ok,p004,p004/Hotmeltgluegun_g2/T02,100,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Hotmeltgluegun_g2__T02,subjects/p004/labels/p004__Hotmeltgluegun_g2__T02
p004__Hotmeltgluegun_g2__T03,ok,p004,p004/Hotmeltgluegun_g2/T03,116,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Hotmeltgluegun_g2__T03,subjects/p004/labels/p004__Hotmeltgluegun_g2__T03
p004__Hotmeltgluegun_g3__T01,ok,p004,p004/Hotmeltgluegun_g3/T01,107,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Hotmeltgluegun_g3__T01,subjects/p004/labels/p004__Hotmeltgluegun_g3__T01
p004__Hotmeltgluegun_g3__T02,ok,p004,p004/Hotmeltgluegun_g3/T02,99,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Hotmeltgluegun_g3__T02,subjects/p004/labels/p004__Hotmeltgluegun_g3__T02
p004__Hotmeltgluegun_g3__T03,ok,p004,p004/Hotmeltgluegun_g3/T03,102,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Hotmeltgluegun_g3__T03,subjects/p004/labels/p004__Hotmeltgluegun_g3__T03
p004__Hotmeltgluegun_g5__T01,ok,p004,p004/Hotmeltgluegun_g5/T01,96,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Hotmeltgluegun_g5__T01,subjects/p004/labels/p004__Hotmeltgluegun_g5__T01
p004__Hotmeltgluegun_g5__T02,ok,p004,p004/Hotmeltgluegun_g5/T02,74,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Hotmeltgluegun_g5__T02,subjects/p004/labels/p004__Hotmeltgluegun_g5__T02
p004__Hotmeltgluegun_g5__T03,ok,p004,p004/Hotmeltgluegun_g5/T03,105,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Hotmeltgluegun_g5__T03,subjects/p004/labels/p004__Hotmeltgluegun_g5__T03
p004__plate_g2__T01,ok,p004,p004/plate_g2/T01,127,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__plate_g2__T01,subjects/p004/labels/p004__plate_g2__T01
p004__plate_g2__T02,ok,p004,p004/plate_g2/T02,118,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__plate_g2__T02,subjects/p004/labels/p004__plate_g2__T02
p004__plate_g2__T03,ok,p004,p004/plate_g2/T03,120,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__plate_g2__T03,subjects/p004/labels/p004__plate_g2__T03
p004__plate_g3__T01,ok,p004,p004/plate_g3/T01,119,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__plate_g3__T01,subjects/p004/labels/p004__plate_g3__T01
p004__plate_g3__T02,ok,p004,p004/plate_g3/T02,117,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__plate_g3__T02,subjects/p004/labels/p004__plate_g3__T02
p004__plate_g3__T03,ok,p004,p004/plate_g3/T03,115,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__plate_g3__T03,subjects/p004/labels/p004__plate_g3__T03
p004__plate_g5__T01,ok,p004,p004/plate_g5/T01,119,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__plate_g5__T01,subjects/p004/labels/p004__plate_g5__T01
p004__plate_g5__T02,ok,p004,p004/plate_g5/T02,119,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__plate_g5__T02,subjects/p004/labels/p004__plate_g5__T02
p004__plate_g5__T03,ok,p004,p004/plate_g5/T03,120,plate,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__plate_g5__T03,subjects/p004/labels/p004__plate_g5__T03
p004__Pliers_g2__T01,ok,p004,p004/Pliers_g2/T01,78,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Pliers_g2__T01,subjects/p004/labels/p004__Pliers_g2__T01
p004__Pliers_g3__T01,ok,p004,p004/Pliers_g3/T01,139,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Pliers_g3__T01,subjects/p004/labels/p004__Pliers_g3__T01
p004__Pliers_g3__T02,ok,p004,p004/Pliers_g3/T02,128,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Pliers_g3__T02,subjects/p004/labels/p004__Pliers_g3__T02
p004__Pliers_g3__T03,ok,p004,p004/Pliers_g3/T03,128,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Pliers_g3__T03,subjects/p004/labels/p004__Pliers_g3__T03
p004__Pliers_g5__T01,ok,p004,p004/Pliers_g5/T01,131,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Pliers_g5__T01,subjects/p004/labels/p004__Pliers_g5__T01
p004__Pliers_g5__T02,ok,p004,p004/Pliers_g5/T02,117,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Pliers_g5__T02,subjects/p004/labels/p004__Pliers_g5__T02
p004__Pliers_g5__T03,ok,p004,p004/Pliers_g5/T03,129,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__Pliers_g5__T03,subjects/p004/labels/p004__Pliers_g5__T03
p004__PottedMeatCan_g2__T01,ok,p004,p004/PottedMeatCan_g2/T01,115,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__PottedMeatCan_g2__T01,subjects/p004/labels/p004__PottedMeatCan_g2__T01
p004__PottedMeatCan_g2__T02,ok,p004,p004/PottedMeatCan_g2/T02,102,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__PottedMeatCan_g2__T02,subjects/p004/labels/p004__PottedMeatCan_g2__T02
p004__PottedMeatCan_g2__T03,ok,p004,p004/PottedMeatCan_g2/T03,108,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__PottedMeatCan_g2__T03,subjects/p004/labels/p004__PottedMeatCan_g2__T03
p004__PottedMeatCan_g3__T01,ok,p004,p004/PottedMeatCan_g3/T01,103,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__PottedMeatCan_g3__T01,subjects/p004/labels/p004__PottedMeatCan_g3__T01
p004__PottedMeatCan_g3__T02,ok,p004,p004/PottedMeatCan_g3/T02,106,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__PottedMeatCan_g3__T02,subjects/p004/labels/p004__PottedMeatCan_g3__T02
p004__PottedMeatCan_g3__T03,ok,p004,p004/PottedMeatCan_g3/T03,105,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__PottedMeatCan_g3__T03,subjects/p004/labels/p004__PottedMeatCan_g3__T03
p004__PottedMeatCan_g5__T01,ok,p004,p004/PottedMeatCan_g5/T01,106,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__PottedMeatCan_g5__T01,subjects/p004/labels/p004__PottedMeatCan_g5__T01
p004__PottedMeatCan_g5__T02,ok,p004,p004/PottedMeatCan_g5/T02,102,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__PottedMeatCan_g5__T02,subjects/p004/labels/p004__PottedMeatCan_g5__T02
p004__PottedMeatCan_g5__T03,ok,p004,p004/PottedMeatCan_g5/T03,100,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__PottedMeatCan_g5__T03,subjects/p004/labels/p004__PottedMeatCan_g5__T03
p004__RectangularBox_g2__T01,ok,p004,p004/RectangularBox_g2/T01,118,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__RectangularBox_g2__T01,subjects/p004/labels/p004__RectangularBox_g2__T01
p004__RectangularBox_g2__T02,ok,p004,p004/RectangularBox_g2/T02,107,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__RectangularBox_g2__T02,subjects/p004/labels/p004__RectangularBox_g2__T02
p004__RectangularBox_g2__T03,ok,p004,p004/RectangularBox_g2/T03,113,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__RectangularBox_g2__T03,subjects/p004/labels/p004__RectangularBox_g2__T03
p004__RectangularBox_g3__T01,ok,p004,p004/RectangularBox_g3/T01,107,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__RectangularBox_g3__T01,subjects/p004/labels/p004__RectangularBox_g3__T01
p004__RectangularBox_g3__T02,ok,p004,p004/RectangularBox_g3/T02,115,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__RectangularBox_g3__T02,subjects/p004/labels/p004__RectangularBox_g3__T02
p004__RectangularBox_g3__T03,ok,p004,p004/RectangularBox_g3/T03,106,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__RectangularBox_g3__T03,subjects/p004/labels/p004__RectangularBox_g3__T03
p004__RectangularBox_g5__T01,ok,p004,p004/RectangularBox_g5/T01,116,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__RectangularBox_g5__T01,subjects/p004/labels/p004__RectangularBox_g5__T01
p004__RectangularBox_g5__T02,ok,p004,p004/RectangularBox_g5/T02,109,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__RectangularBox_g5__T02,subjects/p004/labels/p004__RectangularBox_g5__T02
p004__RectangularBox_g5__T03,ok,p004,p004/RectangularBox_g5/T03,110,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri_new.yml,subjects/p004/sensor_data/p004__RectangularBox_g5__T03,subjects/p004/labels/p004__RectangularBox_g5__T03
